order,combo,o_info
3,"('draw_sum', 'n3_mod5', 'sum_hurst')",-0.07029648815308676
3,"('draw_std', 'draw_sum', 'n2_mod5')",-0.07026077521376806
3,"('draw_sum', 'n3_mod5', 'n5_delta')",-0.07019208449155734
3,"('draw_sum', 'n2_delta2', 'n5_mod5')",-0.070189288118641
3,"('draw_sum', 'n1_mod5', 'n4_mod7')",-0.06995412206454432
3,"('draw_sum', 'n1_mod7', 'n3_delta')",-0.06949771257465542
3,"('draw_sum', 'n2_mod7', 'n4_mod5')",-0.06939685698113429
3,"('draw_sum', 'n2_delta2', 'n5_delta')",-0.06930184230720116
3,"('draw_sum', 'n2_mod5', 'sum_hurst')",-0.06923893529559777
3,"('draw_range', 'draw_range_roll_std', 'draw_sum')",-0.06904404825065313
3,"('draw_sum', 'n2_mod7', 'n3_mod5')",-0.06893617845516964
3,"('draw_sum', 'n1_delta', 'n5_mod7')",-0.068864928059309
3,"('draw_sum', 'n1_mod5', 'n2_mod7')",-0.0685724678852413
3,"('draw_sum', 'n1_delta', 'n4_n5_sum')",-0.0684627857326312
3,"('draw_sum', 'n2_delta2', 'n4_mod5')",-0.06832770901367091
3,"('draw_sum', 'draw_sum_roll_std', 'n1_delta2')",-0.06804371255112329
3,"('draw_sum', 'n1_mod7', 'n5_delta')",-0.06802984809064583
3,"('draw_sum', 'n3_mod5', 'n5_delta2')",-0.06763042204786274
3,"('draw_range_roll_std', 'draw_sum', 'n1_delta')",-0.06751047209129446
3,"('draw_sum', 'n4_delta2', 'n4_mod5')",-0.06747902537358641
3,"('draw_sum', 'n1_delta', 'n2_mod7')",-0.067467957850317
3,"('draw_std', 'draw_sum', 'n5_delta')",-0.0672594246434759
3,"('draw_sum', 'n2_mod5', 'n5_delta2')",-0.06717412026186587
3,"('draw_sum', 'draw_sum_roll_std', 'n2_mod7')",-0.06697431491393147
3,"('draw_sum', 'n1_delta2', 'n1_mod5')",-0.06680329040129607
3,"('draw_sum', 'n1_mod5', 'sum_hurst')",-0.06602346576157103
3,"('draw_sum', 'n1_mod7', 'n5_mod5')",-0.06585904354286498
3,"('draw_sum', 'draw_sum_roll_std', 'n3_mod7')",-0.06562220816109843
3,"('draw_sum', 'mb_delta', 'n1_mod5')",-0.06543783279081694
3,"('draw_sum', 'n1_delta', 'n4_mod7')",-0.06529705078774484
3,"('draw_sum', 'n1_mod7', 'n4_mod5')",-0.06521738649246345
3,"('draw_sum', 'n1_delta2', 'n2_delta2')",-0.06509413356147142
3,"('draw_sum', 'n3_delta2', 'n4_mod5')",-0.06471241024777541
3,"('draw_sum', 'n1_mod5', 'n3_mod7')",-0.06468860683488131
3,"('draw_sum', 'draw_sum_roll_std', 'n1_mod7')",-0.06439911096235562
3,"('draw_range', 'draw_sum', 'n5_delta')",-0.06402097165977594
3,"('draw_sum', 'n1_mod5', 'n3_delta2')",-0.06385209439621065
3,"('draw_sum', 'n3_mod5', 'n5_mod7')",-0.06341655779175959
3,"('draw_sum', 'n4_mod7', 'n5_mod5')",-0.06336606614110174
3,"('draw_sum', 'n4_mod5', 'n5_delta')",-0.06326566500743169
